actor,awards,country,director,genre,language,metascore,plot,poster,rated,released,response,runtime,title,type,writer,year,imdb_id,imdb_votes,rating_imdb,rating_rotten,rating_metacritic
"Marco Ricca, Andrea Beltrão, Paulo Betti, Letícia Sabatella",10 wins & 6 nominations.,Brazil,Guilherme Fontes,Biography,Portuguese,N/A,"The film tells the facts of life of the mogul of communications, Assis Chateaubriand (Marco Ricca), one of those responsible for bringing TV to Brazil. The screenplay based on the ...",https://m.media-amazon.com/images/M/MV5BNmU0NjFiMzgtYTYxNi00OTcyLTg4MzQtNGExMmMxOTExMjJlXkEyXkFqcGdeQXVyNTU0MjA3NTM@._V1_SX300.jpg,N/A,19 Nov 2015,True,102 min,Chatô - The King of Brazil,movie,"João Emanuel Carneiro (screenplay), Guilherme Fontes (screenplay), Matthew Robbins (screenplay), Fernando Morais (book)",2015,tt0337926,569,6.1/10,,
"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox",1 win & 1 nomination.,UK,N/A,Comedy,English,N/A,"Scottish sketch show which first appeared on radio. Featuring such characters as dodgy decorators Bish and Bosh, Ballistic Bob, The Lonely Shopkeeper, The Foulmouthed Fishermen and The Man From Kilmacolm. Mostly filmed in Glasgow.",https://m.media-amazon.com/images/M/MV5BMTcyOTAyMTYxN15BMl5BanBnXkFtZTcwMTcxNjEzMQ@@._V1_SX300.jpg,N/A,13 Jan 1999,True,N/A,Chewin' the Fat,series,N/A,1999–,tt0224464,"1,018",8.2/10,,
"Aaron Yan, Tia Yu-Fen Lee, Yun-ching Li, Katherine Wang",N/A,Taiwan,N/A,Romance,Mandarin,N/A,"When an advertising CEO tries to protect her late brothers failing company, she unexpectedly meets and falls for a kind stranger whilst battling the evil CEO opposing her. Unbeknownst to her, they're the same person.",https://m.media-amazon.com/images/M/MV5BNGEyYzQ3NjAtODdiYy00YzgyLWE1MDItOGQ2N2ZhMWYwYzIxXkEyXkFqcGdeQXVyOTI5NzY5NA@@._V1_SX300.jpg,N/A,06 Apr 2014,True,90 min,Fall in Love with Me,series,N/A,2014–,tt6139710,259,7.1/10,,
"George Hu, Phoebe Yuan, Jet Chao, Jay Shih",N/A,Taiwan,N/A,Drama,Mandarin,N/A,"An accident entwines the lives of two complete strangers. When Po-Hai (Kunda Hsieh) is involved in an accident, he is so worried about the girlfriend that he will leave behind that he grabs...",https://m.media-amazon.com/images/M/MV5BMDdjNzZlZTgtYjZlMi00NmVjLWIwOWUtMzZlMDJhZWUzZTliL2ltYWdlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,03 Sep 2014,True,48 min,Love Cheque Charge,series,N/A,2014,tt6357262,36,7.8/10,,
N/A,N/A,"USA, Russia",N/A,Animation,English,N/A,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",https://m.media-amazon.com/images/M/MV5BMmIwZTZhNTktNjcxMS00MGU0LTg3YTctYjVjZDA1ZTA5YjVkXkEyXkFqcGdeQXVyMjA4OTQ2OTk@._V1_SX300.jpg,N/A,N/A,True,22 min,Masha's Spooky Stories,series,N/A,2012,tt6979430,26,4.8/10,,
"Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,"UK, USA",Kenneth Branagh,"Comedy, Drama, Romance",English,N/A,"Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.",https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,PG-13,02 Jul 1993,True,111 min,Much Ado About Nothing,movie,"William Shakespeare (play), Kenneth Branagh (adaptation)",1993,tt0107616,"44,398",7.3/10,90%,
"Chia-ying Lee, Danson Tang, Steven Sun, Enson Chang",N/A,Taiwan,N/A,Romance,Mandarin,N/A,"What happens when true love meets Murphy's Law? Murphy's Law states ""anything that can go wrong, will go wrong."" Kuan Hsiao-Tung (Chia-ying Lee) is known as the ""love guru"" of the Meet and ...",https://m.media-amazon.com/images/M/MV5BOTk4OTVlNTItNDFhOS00ZjZiLTlmZmMtNWY0ZWVmNjE5NTBkL2ltYWdlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,20 Mar 2015,True,75 min,Murphy's Law of Love,series,N/A,2015,tt6352754,49,7.9/10,,
"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez",3 wins & 8 nominations.,Spain,Álex de la Iglesia,Comedy,Spanish,74,"During the never-ending TV taping for a New Year's Eve program, peoples personal lives clash and eventually explode out into the open.",https://m.media-amazon.com/images/M/MV5BNTkxZjBiNGItZDY2OS00ZDI4LTgxNTctM2Q4ZDQ1ZTBlYzY3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Not Rated,15 Apr 2016,True,100 min,My Big Night,movie,"Jorge Guerricaechevarría, Álex de la Iglesia",2015,tt4412362,"3,904",6.0/10,90%,74/100
"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman",1 win & 1 nomination.,"USA, Canada",Ishi Rudell,"Animation, Comedy, Family, Fantasy, Musical",English,N/A,"The students of Canterlot High come to a summer camp where there are odd counselors, strange phenomena and, hidden agendas.",https://m.media-amazon.com/images/M/MV5BNTNlYjE5ZTAtMDZjZS00ODk1LTk2N2EtMzcxZDE2NjBlODY3XkEyXkFqcGdeQXVyMTEwOTMwMjk0._V1_SX300.jpg,TV-Y7,01 Oct 2016,True,73 min,My Little Pony: Equestria Girls - Legend of Everfree,movie,"Kristine Songco, Joanna Lewis",2016,tt5474644,"1,051",6.4/10,61%,
"Eric Constanti, Grant Garner, Justin Little, Geoffrey Mogilner",N/A,USA,Jay Drose,"Short, Drama",English,N/A,"The story of a longtime young couple, April and Evan, moving into their first home together. Having committed an act of infidelity, April asks her boyfriend Evan to move out with her for ...",N/A,N/A,N/A,True,15 min,Old Money,movie,Jay Drose,2010,tt1823179,7,7.4/10,,
"Robert Axelrod, Bill Capizzi, Frank Catalano, Richard Epcar",N/A,"USA, Japan",N/A,"Animation, Action, Adventure, Sci-Fi",English,N/A,An alien spaceship crash lands on Earth and the technology and secrets she bears lead Earth into three destructive interplanetary wars.,https://m.media-amazon.com/images/M/MV5BMTkwNDA0NjAxN15BMl5BanBnXkFtZTgwMDU5MjAxMzE@._V1_SX300.jpg,TV-Y7,01 Mar 1985,True,30 min,Robotech,series,Carl Macek,1985,tt0088595,"3,337",8.5/10,,
"Ashley Judd, Greg Kinnear, Hugh Jackman, Marisa Tomei",N/A,USA,Tony Goldwyn,"Comedy, Romance",English,32,"After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.",https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_SX300.jpg,PG-13,30 Mar 2001,True,97 min,Someone Like You,movie,"Laura Zigman (novel), Elizabeth Chandler (screenplay)",2001,tt0244970,"23,245",6.1/10,42%,32/100
"Aashish Bhatt, Uplaksh Kochhar, Megh Pant, Mayur More",4 wins & 2 nominations.,India,Prashant Nair,"Comedy, Drama",Hindi,N/A,"A small village in India is invigorated when one of their own travels to America (aka, UMRIKA) and details his adventures through letters home, sparking community debate and inspiring hope....",https://m.media-amazon.com/images/M/MV5BYTY3ZGU0YTMtMmJhMC00ZTJmLTgxNjctMGQ5MTU4Y2RhM2RlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,N/A,29 Jul 2015,True,98 min,Umrika,movie,"Prashant Nair (screenplay), Prashant Nair",2015,tt2614722,"1,034",6.6/10,77%,
"Josh Brolin, Brian Deegan, Seth Enslow, Carey Hart",N/A,USA,"Paul Taublieb, Jon Freeman(co-director)",Documentary,English,N/A,"The definitive, adrenaline-soaked story of the birth and boom of the most extreme sport on the planet: Freestyle Motocross.",https://m.media-amazon.com/images/M/MV5BMTk5NzY0NzU0Nl5BMl5BanBnXkFtZTgwMTcyMzA2MDI@._V1_SX300.jpg,N/A,01 Aug 2016,True,92 min,Unchained: The Untold Story of Freestyle Motocross,movie,Paul Taublieb,2016,tt5116896,218,7.9/10,,
"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone",1 win & 6 nominations.,Italy,Riccardo Milani,Comedy,Italian,N/A,A Mr. No One is mistakenly elected President of the Italian Republic.,https://m.media-amazon.com/images/M/MV5BMzgzMzJjY2YtNzUyOC00ODJiLTg5NTItNWVlMzJhOTkxOWZlXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_SX300.jpg,N/A,21 Mar 2013,True,98 min,Welcome Mr. President,movie,"Fabio Bonifacci (screenplay), Nicola Giuliano (story)",2013,tt2767948,"2,673",6.2/10,37%,
"Jasper Liu, Mandy Wei, Tina Chou, Sara Yu",N/A,Taiwan,N/A,Drama,Mandarin,N/A,"Hsia You-Chien (Jasper Liu) is the total package. He's good-looking, a highly successful head of a private equity company and well liked by everyone around him.",https://m.media-amazon.com/images/M/MV5BMDQyYzJhMjgtMTIzNC00NmNlLWE5MDUtNWEwNzMwZGE1MDdmL2ltYWdlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,31 May 2015,True,73 min,When I See You Again,series,N/A,2015,tt6289504,12,6.4/10,,
"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry",1 nomination.,USA,Larry Elikann,"Crime, Drama, Thriller",English,N/A,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,https://m.media-amazon.com/images/M/MV5BMTY3MDE0OTY5OV5BMl5BanBnXkFtZTgwMDEwODY0MjE@._V1_SX300.jpg,Not Rated,24 Oct 1988,True,94 min,A Stoning in Fulham County,movie,"Jackson Gillis (story), Jud Kinberg (teleplay), Jackson Gillis (teleplay)",1988,tt0096179,270,5.8/10,,
"Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott",N/A,USA,Robert Markowitz,Drama,English,N/A,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",https://m.media-amazon.com/images/M/MV5BMjIwMDc1NTM3OV5BMl5BanBnXkFtZTgwNzAwODY0MjE@._V1_SX300.jpg,N/A,29 Sep 1986,True,100 min,Adam: His Song Continues,movie,Oliver Hailey (screenplay),1986,tt0090589,132,7.4/10,,
"Jeff Austin, Vic Hall, Tony Hampton, Casey Jordan",N/A,USA,Derek Kent,Adult,English,N/A,N/A,N/A,N/A,N/A,True,90 min,Hard Lessons: Sex Ed 2,movie,N/A,1996,tt0142351,N/A,,,
"Judith Light, Michael Ontkean, Jerry Orbach, Pat Corley",N/A,USA,Joel Oliansky,"Crime, Drama",English,N/A,A lawyer's husband is having an affair. When the woman he is having the affair with is found dead. He is the prime suspect. Though he adamantly proclaims his innocence. His wife takes ...,https://m.media-amazon.com/images/M/MV5BMTUwNjA5Njk0Nl5BMl5BanBnXkFtZTgwMTIwODY0MjE@._V1_SX300.jpg,Not Rated,14 Oct 1990,True,95 min,In Defense of a Married Man,movie,"Sasha Ferrer (story), Norman Morrill (teleplay), Sasha Ferrer (teleplay)",1990,tt0099396,120,5.6/10,,
"Pam Dawber, Michael Nouri, Bess Meyer, Peter Berg",N/A,USA,Roy Campanella II,Drama,English,N/A,A real-life story about a high school teacher and football coach who is diagnosed with Lou Gehrig's disease but refuses to give in.,https://m.media-amazon.com/images/M/MV5BOWIzZjNmMjgtZjU5MC00ODllLTk5YjItY2U2NWM0YWJjZDBjXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,Not Rated,26 Dec 1988,True,100 min,Quiet Victory: The Charlie Wedemeyer Story,movie,Barry Morrow,1988,tt0095945,105,7.3/10,,
"Nancy McKeon, Valerie Harper, Stephen Macht, Tricia Leigh Fisher",N/A,USA,Arthur Allan Seidelman,Drama,English,N/A,"A family begins to fall apart when they find out their eldest daughter, Nancy McKeon, is a victim of schizophrenia.",https://m.media-amazon.com/images/M/MV5BMTU5MTU4MzIxNV5BMl5BanBnXkFtZTgwODAwODY0MjE@._V1_SX300.jpg,N/A,19 Oct 1987,True,100 min,Strange Voices,movie,"Roberta Dacks (story), Nancy Geller (story), Donna Powers (teleplay), Wayne Powers (teleplay)",1987,tt0094052,248,6.5/10,,
"Judith Light, Lukas Haas, Michael Bowen, Nikki Cox",N/A,USA,John Herzfeld,"Biography, Drama",English,N/A,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",https://m.media-amazon.com/images/M/MV5BMTA2MTIxOTU0MTZeQTJeQWpwZ15BbWU4MDkxMDg2NDIx._V1_SX300.jpg,Not Rated,16 Jan 1989,True,105 min,The Ryan White Story,movie,"Phil Penningroth (story), Phil Penningroth (teleplay), John Herzfeld (teleplay)",1989,tt0098237,643,7.4/10,,
"Ricky Schroder, Jon DeVries, Debra Mooney, Rick Warner",2 nominations.,USA,Buzz Kulik,"Drama, War",English,N/A,"The true story of Calvin Graham who at the age of twelve, but looking quite a lot older, succeeded in joining the navy during World War II. In spite of his young age, he received a purple ...",https://m.media-amazon.com/images/M/MV5BMjM2MTEzMTY5MF5BMl5BanBnXkFtZTgwMTEwODY0MjE@._V1_SX300.jpg,NOT RATED,27 Mar 1988,True,100 min,Too Young the Hero,movie,"Calvin Graham (manuscript), David J. Kinghorn (teleplay), Gary Thomas (manuscript)",1988,tt0096286,310,6.9/10,52%,
"Mario Van Peebles, Susan Ruttan, Lane R. Davis, Lynn Whitfield",1 nomination.,USA,Richard Michaels,"Biography, Drama, Sport",English,N/A,"In the early 1980s, football star Ricky Bell befriends Ryan Blankenship, a disabled boy.",https://m.media-amazon.com/images/M/MV5BMTc2NTQ2MDk1Nl5BMl5BanBnXkFtZTcwNDI1NTkxMQ@@._V1_SX300.jpg,Not Rated,02 Apr 1991,True,100 min,A Triumph of the Heart: The Ricky Bell Story,movie,Jeff Andrus,1991,tt0103123,205,7.4/10,,
"Jill Clayburgh, Brad Davis, Sam Behrens, Gary Frank",N/A,USA,Linda Otto,"Biography, Drama",English,N/A,This is the story of child psychologists Dr. Laurie and Joseph Braga and their involvement in one of the worst child sex abuse scandals in the U.S.,https://m.media-amazon.com/images/M/MV5BMTQ3MzYzMDA4MF5BMl5BanBnXkFtZTgwMjIwODY0MjE@._V1_SX300.jpg,Not Rated,15 Jan 1990,True,100 min,Unspeakable Acts,movie,"Jan Hollingsworth (book), Alan Landsburg (teleplay), Hesper Anderson (teleplay), Joanna Strauss (teleplay)",1990,tt0100848,325,6.2/10,,
"João Pedro Zappa, Caroline Abras, Alex Alembe, Rashidi Athuman",6 wins & 17 nominations.,"Brazil, France",Fellipe Barbosa,Drama,"English, Portuguese, Swahili, French",69,"Before entering a prestigious American university, Gabriel Buchmann decided to travel the world for one year, his backpack full of dreams. After ten months on the road, he arrived in Kenya ...",https://m.media-amazon.com/images/M/MV5BYmRiOGE4MTYtMzdlZC00N2E2LTg4YjEtOGZiZGNmMTIyNjk3XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,Not Rated,30 Aug 2017,True,131 min,Gabriel and the Mountain,movie,"Fellipe Barbosa (screenplay), Lucas Paraizo (screenplay), Kirill Mikhanovsky (screenplay)",2017,tt6805354,896,7.0/10,,69/100
"Moritz Bleibtreu, Dar Salim, Thomas Binder, Daniela Eck",N/A,Germany,Christian Zübert,Comedy,"German, English, Polish, Swedish",N/A,Sequel to Lammbock. Stefan and Kai meet again after years. Stefan became a successful lawyer in Dubai while Kai is stuck in their home town. Kai has relationship issues and is trying hard ...,https://m.media-amazon.com/images/M/MV5BNjU1NWYwZTAtYTQzYS00MzNmLTgxNGYtZDMwYzA3ZjE0YTYzXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,Unrated,23 Mar 2017,True,91 min,Lommbock,movie,Christian Zübert (screenplay),2017,tt5075584,"2,738",6.8/10,,
"Yang Yang, Shuang Zheng, Denny Huang, Junfeng Niu",1 win & 2 nominations.,China,N/A,"Drama, Romance",Chinese,N/A,A story of two popular college students who fell in love through an online game.,https://m.media-amazon.com/images/M/MV5BOTFhYTVhN2UtMmRjYy00NzM3LTk3NjItOTk1MjJiNzI1NGRkXkEyXkFqcGdeQXVyNTkyNTI5MjU@._V1_SX300.jpg,N/A,22 Aug 2016,True,45 min,Love O2O,series,N/A,2016–,tt6055498,"1,430",8.0/10,,
"Joe Martorano, Tyler Williams, Josh Charles, David Petraeus",3 wins & 3 nominations.,USA,N/A,"Documentary, War",English,N/A,A hybrid docu/live-action anthology series that portrays stories of personal sacrifice that resulted in the highest military distinction: the Medal of Honor.,https://m.media-amazon.com/images/M/MV5BMjIxMjExNjktM2E1MS00ZjFjLThmNjQtZjFmMjYzYWI1MDdmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,09 Nov 2018,True,60 min,Medal of Honor,series,N/A,2018–,tt7440274,"1,161",8.4/10,,
"Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle",2 nominations.,"UK, USA",David Mackenzie,"Action, Biography, Drama, History, War","English, French, Scottish Gaelic",59,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,https://m.media-amazon.com/images/M/MV5BMTc4MTU4YzEtODBiNC00NzA4LTg0NGItM2ZhZjZlNDFiNjJjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,R,09 Nov 2018,True,121 min,Outlaw King,movie,"Bathsheba Doran (screenplay by), David Mackenzie (screenplay by), James MacInnes (screenplay by), David Harrower (additional writing by), Mark Bomback (additional writing by)",2018,tt6679794,"57,337",6.9/10,61%,59/100
"Willam Belli, Guilherme Briggs, Sérgio Cantú, Dany David",1 nomination.,Brazil,N/A,"Animation, Comedy, Fantasy",Portuguese,N/A,"Three gay co-workers at a department store lead double lives as superhero drag queens, fighting crime and other forces like an evil drag queen and a conservative politician.",https://m.media-amazon.com/images/M/MV5BMjQ1Nzg1NDI0MF5BMl5BanBnXkFtZTgwMzQ4Nzk1NjM@._V1_SX300.jpg,TV-MA,01 Nov 2018,True,30 min,Super Drags,series,"Paulo Lescaut, Anderson Mahanski, Fernando Mendonça",2018,tt8912244,"1,301",5.5/10,,
"Carolina Ramírez, Carlos Torres, David Ojalvo",3 wins & 2 nominations.,Colombia,N/A,"Drama, Music",Spanish,N/A,A sole purpose to destroy her enemies one by one,https://m.media-amazon.com/images/M/MV5BM2MzOWZiOGEtYjUzZC00MGMwLWIyZTYtZmU0NzkyYzczMDM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,12 Jun 2018,True,60 min,The Queen of Flow,series,Andres Salgado,2018,tt8560918,515,7.9/10,,
"Antonia Prebble, David de Lautour, Daniel Musgrove, Pana Hema Taylor",N/A,New Zealand,N/A,"Comedy, Crime, Drama",English,N/A,"Tales of crime and passion in Auckland, New Zealand, spanning from 1974 through to 1984.",https://m.media-amazon.com/images/M/MV5BM2JmYWUxMzEtNzc3NS00OWFkLWE4ZjgtYzdiYmI0MTIxNjIwXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,N/A,N/A,True,60 min,Westside,series,N/A,2015–,tt4113078,416,8.0/10,,
"Steinunn Ólína Þorsteinsdóttir, Magnús Jónsson, Birna Rún Eiríksdóttir, Elma Stefania Agustsdottir",2 wins & 6 nominations.,Iceland,N/A,"Crime, Drama, Mystery, Thriller",Icelandic,N/A,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,https://m.media-amazon.com/images/M/MV5BNGU3OGRmZGUtZmE0OC00MWY2LWFmNDctZTc3MGY0M2E0YjFmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,N/A,18 Oct 2015,True,45 min,Case,series,N/A,2015–,tt5038858,"2,032",7.2/10,,
"Derek Jacobi, Geoffrey Wawro, James Holland",N/A,UK,N/A,"Documentary, History, War",English,N/A,A series of colorized archive footage of important events during World War II.,https://m.media-amazon.com/images/M/MV5BOTQzNWM1ZWEtMDkzNS00MmE1LWEyODgtMTJlZjdjYmRhMWE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,08 Nov 2019,True,50 min,Greatest Events of WWII in Colour,series,N/A,2019–,tt9103932,"4,528",8.7/10,,
"Michael Douglas, Adam Devine, Jillian Bell, Ilana Glazer",1 win & 4 nominations.,"UK, Canada, USA",N/A,"Animation, Adventure, Comedy, Family",English,N/A,"An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham.""",https://m.media-amazon.com/images/M/MV5BOWYzMDY1ZjYtZDBjMy00ZmEwLTliMTgtMTFhZTM5NDRhMDg4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,TV-Y7,08 Nov 2019,True,26 min,Green Eggs and Ham,series,Jared Stern,2019–,tt4651448,"1,667",8.2/10,,
"Vishwak Sen, Ruhani Sharma, Murli Sharma, Bhanuchander",N/A,India,Sailesh Kolanu,"Action, Crime, Drama, Mystery, Thriller",Telugu,N/A,"Vikram is a 30-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.",https://m.media-amazon.com/images/M/MV5BYmFjNzIyNzktMWRiOS00MjU5LThlYmUtOWQ4NjNmZDAxOWUyXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_SX300.jpg,Not Rated,28 Feb 2020,True,125 min,HIT,movie,Sailesh Kolanu,2020,tt11490170,"2,766",7.8/10,,
"Isabela Merced, Shameik Moore, Odeya Rush, Liv Hewson",1 nomination.,USA,Luke Snellin,"Comedy, Romance",English,51,"In a small town on Christmas Eve, a snowstorm brings together a group of young people.",https://m.media-amazon.com/images/M/MV5BYmM0NzRiODEtMTIzNS00MTgwLWFjZDQtNjUxZjI0MDdjZWQ4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,PG-13,08 Nov 2019,True,92 min,Let It Snow,movie,"Laura Solon (screenplay by), Victoria Strouse (screenplay by), Kay Cannon (screenplay by), John Green (based on the book by), Lauren Myracle (based on the book by), Maureen Johnson (based on the book by)",2019,tt1950235,"15,932",5.8/10,81%,51/100
"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker",N/A,France,Xavier Durringer,"Action, Thriller","Thai, English, French",N/A,"A team of former robbers arrived at Paradise: Phuket, southern Thailand. Until the day when the devil arrives: Mehdi, sentenced to 15 years in prison during the robbery, comes to recover his share of the cake.",https://m.media-amazon.com/images/M/MV5BODM1ODMzYWQtYmVhMy00Njg0LWFkZDUtMTIwNDE0OTU2MzAzXkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,TV-MA,20 Feb 2019,True,93 min,Paradise Beach,movie,"Xavier Durringer (scenario), Jean Miez (scenario)",2019,tt7511008,"1,654",4.4/10,,
"Mia Rose Frampton, Stony Blyden, Juliette Angelo, Beth Lacke",N/A,USA,Jack C. Newell,"Comedy, Drama",English,N/A,"When 18 year old Hope Gracin suddenly finds herself in remission from end-stage cancer, she must learn to live without an expiration date.",https://m.media-amazon.com/images/M/MV5BNzE3YWMzNTMtYzA5YS00MWE0LWI0M2EtNDdlY2Q0YzY3Y2NmXkEyXkFqcGdeQXVyMzU3NjY4Mzc@._V1_SX300.jpg,PG,10 Aug 2018,True,78 min,Hope Springs Eternal,movie,Stephanie Mickus,2018,tt5516404,436,4.8/10,88%,
